id,vote_average,vote_count,popularity,release_date,original_language
39053,6.1,133,15.212569,2010-06-18,en
104896,6.4,6,0.838938,1999-08-27,en
14112,6.1,56,7.051521,2002-10-18,en
12271,6.2,81,11.400229,2006-12-29,en
71859,7.4,677,21.276864,2011-09-28,en
226354,5.8,8,1.799504,2013-11-22,en
48620,5.0,15,2.932784,2009-10-21,en
33676,4.5,31,2.550045,1983-04-08,en
37080,6.7,46,5.517597,2009-11-07,en
25388,6.2,16,3.829937,1977-09-08,en
11687,7.1,420,8.893676,1993-01-27,fr
39210,6.0,208,9.590373,2010-09-03,en
30128,5.7,20,7.155519,2009-09-25,en
31535,2.7,13,0.587276,1998-03-13,en
44835,6.7,212,13.635828,2010-01-22,en
192134,5.8,212,10.416332,2013-11-15,en
1956,6.2,68,5.038953,2002-01-12,en
24985,7.7,5,1.498245,2002-01-01,en
306745,7.1,164,8.184588,2015-10-02,en
47088,5.9,29,2.26778,2010-08-01,en
110402,6.7,41,3.120016,2013-02-27,ru
27004,6.0,73,8.207425,2010-01-01,en
15013,6.3,8,2.356244,2005-08-17,en
8374,7.2,837,34.917447,1999-01-22,en
277519,5.8,5,0.542814,2014-06-19,cn
78381,5.0,85,5.060656,2011-09-10,en
164372,5.1,47,5.33861,2012-10-11,ru
294512,6.5,4,1.874783,2014-07-21,en
8879,7.0,251,14.574995,1985-06-28,en
13001,6.9,140,8.591387,2008-03-11,en
9571,7.4,583,26.181753,1993-09-24,en
13649,6.1,843,21.01755,2007-08-17,en
325373,6.8,27,3.139294,2016-10-02,en
334527,5.8,110,6.665164,2015-11-20,en
2211,6.3,20,2.832628,1999-02-10,de
13919,6.7,62,3.528643,2005-06-08,en
14576,6.1,73,4.665309,2003-05-18,en
82505,5.6,555,25.613197,2012-09-21,en
46738,7.9,479,21.285206,2010-09-04,fr
38970,5.8,44,4.240495,2003-02-11,it
41009,5.1,24,3.810943,2009-09-11,en
7347,7.8,504,23.604936,2007-10-12,pt
250546,5.6,1517,60.225219,2014-10-02,en
38415,5.2,6,0.050456,2009-08-09,en
650,7.4,364,17.705671,1991-07-12,en
16620,6.8,116,6.847099,1987-07-24,en
25113,6.3,16,8.067702,1981-05-22,en
11033,6.8,157,11.208769,1980-06-25,en
34723,6.2,42,2.163683,1993-04-02,en
9430,7.0,196,11.142389,1999-04-09,en
8998,5.1,128,11.885221,2006-09-07,en
10514,7.0,190,12.524953,1971-03-12,en
10496,4.1,35,1.537859,1999-10-22,en
1591,7.0,32,3.481517,2001-12-11,de
76025,7.0,875,40.688426,2011-10-02,en
4836,7.0,559,24.0034,2004-09-30,en
14631,8.0,6,2.639106,2005-10-21,en
87499,6.5,305,16.574756,2013-05-31,en
18923,6.8,45,5.483531,2004-07-23,en
26665,7.0,6,1.068819,2000-07-05,en
28089,7.1,119,8.432401,2009-11-13,en
62255,6.0,16,2.074295,2010-05-20,en
5708,7.5,200,11.357474,2007-09-26,en
218,7.3,4128,74.234793,1984-10-26,en
338,7.4,586,11.086001,2003-02-09,de
21641,7.2,152,13.409125,2009-03-27,en
10925,7.3,267,14.961629,1985-05-15,en
2293,6.8,392,16.139771,1995-10-20,en
621,7.2,1581,67.608041,1978-07-07,en
792,7.5,1205,49.802914,1986-12-18,en
1777,6.8,397,16.20985,2004-06-25,en
642,7.4,650,24.499996,1969-09-23,en
433,7.4,1183,59.961523,1964-08-27,en
16619,7.4,145,12.541983,1980-09-19,en
1725,7.0,389,23.431117,1961-10-18,en
11977,6.6,365,15.929648,1980-07-25,en
20322,6.5,10,3.029944,2001-03-23,en
16158,7.1,34,5.537646,1999-07-16,en
629,8.1,3254,64.025031,1995-07-19,en
10160,5.5,245,12.654051,1989-08-11,en
11452,5.9,858,35.108498,2002-03-29,en
12163,7.3,1000,40.196514,2008-09-07,en
32275,6.2,37,7.60445,1946-12-31,en
13785,6.7,166,10.982255,2000-09-19,en
1103,6.9,703,24.351305,1981-05-22,en
36739,6.2,26,3.159574,1988-02-12,en
14144,4.4,91,12.601677,2007-08-08,en
10622,6.3,128,7.077505,1997-01-31,cn
13370,6.6,74,4.053017,2003-04-16,en
11191,5.9,123,6.379933,1988-10-13,en
10215,6.5,354,15.639016,1998-04-23,en
25066,5.4,32,3.89204,1995-05-24,en
1523,7.4,558,26.286954,2006-09-01,en
11361,5.2,183,8.008844,1989-10-12,en
92591,6.5,320,12.68514,2012-04-27,en
57612,8.0,3,0.041651,2008-02-15,en
12509,6.6,91,8.483531,2000-09-06,en
15256,6.1,44,3.561198,1999-02-26,en
83686,6.4,379,14.988746,2012-09-07,en
80304,5.5,103,5.754416,2012-03-15,en
28053,6.9,113,6.497285,2009-03-06,en
67913,6.8,372,19.411141,2011-07-07,en
13991,4.8,48,7.034618,2008-08-28,en
1443,7.1,817,26.218912,1999-04-21,en
8545,6.6,61,4.647547,1998-11-05,en
19556,5.4,77,9.371534,2009-03-13,en
231576,6.4,300,15.015271,2014-01-18,en
16172,5.5,52,5.696491,1999-02-05,en
13403,7.4,80,4.25422,2001-07-20,en
15797,6.9,29,5.411243,1993-08-27,en
347764,6.2,9,1.273773,2015-08-31,en
13537,6.6,111,6.27257,2003-11-14,en
20794,6.0,44,4.148253,2001-11-23,en
31064,5.7,19,1.369649,2001-01-19,en
576,7.6,259,14.970654,1969-06-17,en
13990,6.2,94,7.161051,2008-07-03,en
11583,6.6,74,12.434688,1979-01-25,en
18602,7.2,34,2.507912,2002-01-01,en
27549,4.6,17,1.478505,1991-06-08,en
59728,4.7,12,0.215464,2011-03-25,en
10930,5.7,10,1.229667,2003-02-09,fr
32395,6.2,34,6.903186,2009-01-17,en
58882,5.3,22,2.260315,2011-07-15,en
7547,5.9,10,3.427061,2006-01-10,en
35944,6.5,11,0.669169,2001-08-24,en
42222,6.3,30,6.077735,1977-10-02,en
13827,4.7,25,2.404626,2008-09-05,en
44260,8.0,10,0.475748,2006-09-09,en
9282,6.8,206,15.048067,2003-05-16,en
38940,5.4,29,1.734764,1994-09-04,en
35689,5.4,21,1.496454,2009-04-24,en
97614,5.6,224,10.19041,2012-11-08,en
37206,6.3,14,12.099486,2009-10-01,en
58626,5.2,73,4.957014,2011-04-02,en
183894,7.6,38,2.135689,2009-10-11,en
837,7.1,454,18.119265,1983-02-04,en
1555,7.0,266,13.034602,2002-05-17,fr
244783,5.5,87,6.349218,2014-01-20,en
16564,6.8,66,5.013575,2008-11-17,nl
168027,4.9,18,4.448353,2012-04-22,en
3482,7.2,72,4.49029,1964-09-21,en
135595,5.5,12,2.204138,2012-09-27,en
8982,6.8,167,11.81832,2005-08-11,th
89861,10.0,1,0.356495,1998-06-12,en
455,6.2,578,22.054546,2002-04-11,en
57022,6.0,10,4.245123,2002-06-21,en
14351,4.2,10,3.201886,2006-09-01,en
147767,4.7,11,0.114342,2012-12-07,en
10664,6.4,489,22.341462,2009-09-15,es
55567,3.9,6,0.305922,2010-07-16,en
9277,7.9,622,28.500913,1973-12-25,en
9443,6.8,207,10.439971,1981-05-15,en
16186,6.4,71,3.784535,2005-02-25,en
7863,7.3,131,10.396305,1996-01-21,en
138697,5.9,1671,33.296684,2013-07-26,en
11901,7.4,278,19.127239,1973-04-19,en
1548,7.1,426,14.072941,2001-07-20,en
11889,6.2,47,2.714043,2001-12-14,en
33155,3.3,16,2.141143,1980-06-06,en
5528,7.5,526,20.982455,2004-03-17,fr
321,5.6,28,2.080741,2003-06-06,en
4997,6.2,73,7.79068,2003-10-23,en
925,7.6,292,15.580335,1989-06-30,en
27451,4.8,15,5.336243,2001-01-01,en
73532,6.8,97,10.787322,2011-05-17,fr
979,7.1,538,32.476098,2002-05-22,fr
193722,5.4,31,3.21392,2013-10-05,ja
7913,7.2,97,5.206967,2006-01-26,hi
253253,6.2,9,1.5846,2014-05-15,en
51995,5.6,28,3.653305,2011-07-15,en
13173,4.9,57,3.865122,2007-08-03,en
22908,7.3,18,1.391958,1999-08-23,en
70670,7.1,399,20.821846,2011-08-04,en
84204,6.0,140,9.451228,2012-08-10,en
25248,7.3,24,1.688495,2004-09-11,en
230266,5.9,45,5.033065,2014-09-07,en
16633,7.2,102,5.934016,1980-10-02,en
63006,5.4,7,0.075817,2011-04-22,hi
91586,6.5,1211,48.375848,2013-09-12,en
215,6.3,1251,42.187986,2005-10-28,en
333371,6.8,2468,53.698683,2016-03-10,en
9012,6.1,345,14.752587,2002-10-21,en
345911,6.3,1129,48.170508,2016-07-21,en
72571,5.9,669,29.15813,2011-10-19,en
242512,4.9,983,56.30466,2014-10-24,en
10072,6.5,354,17.304055,1987-02-27,en
211954,7.5,205,9.59729,2013-07-20,es
82990,5.2,563,20.326337,2012-10-17,en
29912,6.4,42,4.028875,1953-09-16,en
11843,6.7,137,6.470766,1975-05-21,en
11284,5.1,272,16.856231,1991-09-05,en
504,7.0,485,19.683187,2003-11-16,en
173,6.8,157,9.358197,1954-12-23,en
227348,5.2,449,19.984477,2014-01-01,en
1955,7.9,719,30.271066,1980-10-02,en
152532,7.9,2886,59.454473,2013-09-07,en
243940,5.1,505,20.304235,2015-01-29,en
77,8.1,4028,60.715151,2000-10-11,en
157547,6.3,1050,35.871248,2013-09-08,en
2295,6.9,398,18.077963,2006-05-25,en
71,7.4,750,20.428237,2000-05-18,en
147773,7.1,688,32.14444,2013-06-06,en
16096,4.7,21,3.673566,1991-10-23,en
24266,6.8,37,3.656491,1982-03-02,en
16508,5.4,22,1.88484,1999-03-26,en
2895,6.1,38,4.227807,1997-10-09,en
15660,6.5,54,3.102862,1981-09-18,en
59968,5.9,365,15.688439,2011-08-26,en
323677,7.1,478,22.9951,2016-02-19,en
19848,6.4,14,5.769822,1998-04-08,en
256274,6.1,766,26.510558,2014-08-14,en
235271,5.4,63,7.544515,2014-10-10,en
45153,6.1,27,1.126941,1997-09-07,en
284293,7.5,1104,35.307577,2014-12-05,en
24973,6.0,11,4.079111,1954-08-25,en
21610,6.4,86,7.058868,1981-03-17,en
10283,4.8,191,12.904615,1989-07-28,en
8346,6.2,671,18.115566,2002-02-22,en
122081,5.0,1551,62.554173,2013-01-24,en
10987,5.0,170,9.483717,1995-09-29,en
1391,7.3,315,16.890285,2001-06-08,es
747,7.5,2420,49.12486,2004-04-09,en
14745,4.3,48,8.309894,2008-10-31,en
26748,6.9,77,5.960149,1996-06-21,en
11357,5.9,209,9.302349,1988-10-21,en
24913,5.8,73,8.190888,1986-03-27,en
13776,6.9,83,5.87193,1982-04-02,en
14854,5.5,67,8.452666,1983-04-14,en
50357,5.0,356,17.028252,2011-07-20,en
13090,6.5,255,19.336367,2008-01-18,en
192141,6.7,777,38.006982,2015-08-26,en
16441,6.0,97,6.377523,1982-08-20,en
29996,5.4,8,0.835617,1959-12-25,en
351819,4.3,331,14.947588,2016-01-28,en
14834,6.3,9,5.1299,2009-01-09,en
22649,6.2,28,1.199451,1932-12-08,en
378200,5.2,42,3.810827,2016-03-11,en
20455,6.2,72,3.7387,2000-03-17,en
13193,6.3,147,9.85123,2004-01-21,en
11042,6.7,77,3.03091,2003-05-21,fr
10786,6.6,50,3.199904,1976-03-11,en
12484,4.9,47,2.739307,2001-04-27,en
17339,6.4,91,5.348446,1978-11-01,en
11959,6.7,89,4.070044,1989-07-21,en
9900,6.6,220,9.974681,2006-01-06,en
14662,6.5,44,6.308298,1998-08-14,en
335,8.1,1128,49.333137,1968-12-21,it
15745,6.3,55,4.149628,2001-07-13,en
17431,7.6,1794,46.114184,2009-06-12,en
21014,5.2,18,3.562563,2006-05-12,en
78394,5.9,11,4.498368,2010-05-14,en
10217,6.8,103,7.673124,1997-05-14,en
46332,6.5,91,4.992475,2010-05-18,fr
13996,6.6,60,6.174435,2008-08-06,en
3028,4.6,5,0.805312,1982-11-10,en
1024,7.0,294,8.753409,1994-09-02,en
343795,5.4,40,3.943706,2015-09-11,en
45658,6.0,208,9.169411,2010-10-15,en
16148,6.0,55,2.732031,1998-01-30,en
4553,7.3,1247,35.252056,2004-02-09,en
36351,5.7,15,6.063868,1992-08-21,en
245916,6.6,355,21.343093,2014-10-09,en
27585,6.9,165,10.095184,2010-12-16,en
1415,5.9,58,4.129165,2003-09-05,en
313922,6.7,683,30.001024,2016-04-15,en
14474,5.8,27,6.759235,2006-03-30,en
199933,3.9,15,1.731035,2014-09-12,en
13685,6.8,281,11.700578,1996-02-21,en
8744,5.6,45,2.388683,1996-09-09,en
38428,6.0,2,0.080704,2007-08-03,hi
8847,6.6,14,0.888986,2008-02-12,en
39269,6.5,17,0.679351,1980-05-01,en
46838,7.3,847,19.940245,2010-01-22,en
51384,6.2,13,1.286991,2008-01-01,en
56930,6.6,4,0.042442,1947-12-27,en
41730,5.5,9,1.116206,1999-06-06,en
18442,4.7,33,3.05434,2004-02-27,en
298312,6.0,1360,38.94708,2015-09-10,en
11600,6.2,37,3.792015,2007-01-01,en
71547,3.8,4,0.219799,2004-10-13,de
57876,4.2,151,7.794,2015-05-15,en
77495,7.0,202,9.136965,2011-10-14,es
13849,6.3,80,8.39685,2008-02-07,en
14849,5.8,65,7.864905,2009-02-17,en
12486,3.2,13,1.963219,2006-12-01,en
19615,7.0,2,1.546169,2009-01-01,en
244403,7.4,105,10.619574,2014-10-17,en
292481,3.0,3,0.999655,2014-08-18,en
340816,6.1,24,1.985243,2015-12-04,en
78814,5.0,3,0.102003,2011-11-12,en
297596,4.5,118,10.48009,2014-12-04,en
299552,4.1,7,1.136568,2013-12-05,en
11935,6.4,131,11.095219,1977-12-10,en
113406,0.0,0,0.40703,2012-04-28,en
447027,0.0,0,0.028756,2015-10-27,en
290825,4.7,102,8.618793,2016-07-08,en
361159,3.5,36,2.394613,2015-10-08,en
12555,7.0,22,2.387463,2006-12-19,cs
31175,7.1,116,5.461487,2009-09-09,de
12498,7.4,231,14.805264,1996-08-30,en
77949,6.3,458,25.30216,2011-08-17,en
1690,5.7,887,38.83192,2005-01-06,en
8435,6.2,43,3.500741,2005-07-17,en
64720,7.1,471,19.807295,2011-11-25,en
49365,6.3,25,1.435742,1988-04-22,en
11404,6.3,47,7.667888,2006-04-30,en
300706,5.5,76,8.496364,2014-12-23,en
16337,5.9,139,9.617777,1986-08-22,en
11577,7.2,65,4.495256,1973-05-23,en
77987,5.6,862,35.754865,2013-05-30,en
40185,4.8,4,0.20323,2005-10-13,fr
68202,4.6,8,0.28076,2011-06-29,en
8981,7.0,46,3.11319,2004-05-18,en
10914,1.0,1,0.137535,2007-09-11,en
50848,7.3,93,6.368933,2010-11-24,fr
166624,5.6,6,0.217538,2013-09-13,en
10822,5.7,60,3.531877,2007-05-18,en
10844,5.9,18,0.706355,2006-10-12,en
9336,6.5,602,15.002502,1984-03-22,en
5689,5.8,408,22.585384,1980-07-05,en
712,6.6,632,29.834065,1994-03-09,en
13342,7.0,322,20.403344,1982-08-13,en
10339,6.9,89,5.224593,1956-06-27,en
1429,7.2,629,30.196039,2002-12-16,en
9303,6.9,198,15.359952,1996-09-13,en
641,7.9,2443,11.573034,2000-10-27,en
27686,6.2,19,1.847822,1945-08-29,en
65749,6.8,6,0.425551,1998-02-12,es
6106,7.0,71,3.819796,1986-04-23,en
252680,5.5,121,10.274542,2014-03-25,en
141,7.7,3452,61.210016,2001-01-18,en
66607,6.1,18,0.177356,2011-03-18,en
17139,7.7,25,0.011697,1997-04-17,nl
12079,6.6,132,6.249262,2002-06-01,en
39800,6.3,30,3.108881,2009-10-10,en
4550,7.4,356,17.074843,2005-07-29,ko
62116,6.2,13,0.774442,2010-06-09,fr
9991,6.0,157,8.816995,2001-12-26,en
13807,7.0,46,8.48639,2006-09-06,cn
68818,6.6,73,5.223096,2011-08-31,en
12093,7.7,139,7.759215,2002-08-23,sv
36419,5.4,251,14.570359,2010-04-09,en
281730,5.3,2,0.371337,2014-06-13,en
510,8.2,2919,127.525581,1975-11-18,en
362105,6.9,35,3.898737,2015-09-29,en
10970,6.7,78,7.315935,1976-06-17,en
375290,7.3,57,2.551559,2016-01-22,hi
17663,8.2,68,8.772574,1985-12-01,en
270938,5.5,71,6.988357,2014-09-05,en
116613,5.7,109,6.938854,2012-09-11,en
11826,7.0,217,11.21273,2000-09-13,en
29920,6.5,63,7.217328,2010-01-15,sv
1088,7.1,111,12.439495,2003-01-30,en
26379,6.6,19,2.126139,2009-12-04,en
34069,5.9,140,10.142218,2009-09-24,de
10947,6.1,1000,16.536374,2006-01-20,en
47452,6.9,11,0.933891,1997-01-01,en
3040,6.3,210,12.540624,2004-06-27,ru
11386,6.9,176,8.839651,1992-09-02,en
10246,6.1,183,12.891276,1981-11-13,en
29426,4.6,116,10.789912,2010-05-06,en
10331,7.5,580,25.666029,1968-10-01,en
153,7.3,1895,45.66662,2003-08-31,en
703,7.8,1010,35.892034,1977-04-19,en
27191,6.6,50,8.988455,1952-01-10,en
1365,6.5,250,14.042041,2001-11-11,en
287424,5.2,593,40.016306,2015-05-08,en
451,7.1,360,22.030517,1995-10-27,en
165864,4.8,67,2.503612,2013-02-19,en
987,6.9,68,4.117968,1974-12-01,en
241251,4.1,1022,24.161735,2015-01-23,en
40494,6.4,22,1.379354,1956-05-30,en
39781,6.5,506,15.338211,2010-07-09,en
8337,7.1,550,29.852608,1988-11-23,en
5925,7.8,717,35.061467,1963-06-20,en
8357,5.8,34,7.288352,2004-04-23,en
146203,4.4,203,10.605752,2013-02-28,en
85350,7.5,1971,43.40352,2014-06-05,en
512,6.4,420,17.229537,2006-07-27,en
13408,5.3,26,2.453459,2001-11-16,en
47816,5.9,15,1.433692,2000-03-01,en
10744,6.7,89,9.976428,2003-01-17,en
11536,6.8,72,2.930058,1961-01-01,en
9782,5.5,57,7.173059,2006-02-12,en
18713,4.8,10,1.735462,1995-02-03,en
6537,7.1,633,29.071955,2007-08-27,es
184345,5.4,346,18.428909,2014-04-17,en
1809,6.3,168,11.387335,2002-10-11,en
2370,6.1,77,5.975604,1969-12-18,en
9809,5.5,69,4.59841,2006-11-17,en
5,6.5,530,22.87623,1995-12-09,en
11013,6.7,376,19.107285,2002-01-11,en
19153,3.3,8,0.456485,2003-04-23,en
10132,6.7,46,4.541908,1988-12-21,en
16448,7.3,63,4.348416,1996-01-31,en
15122,5.4,11,3.347885,1999-09-10,en
8141,6.2,80,6.091951,2007-02-09,en
1546,6.1,67,4.757625,2005-01-23,en
48572,5.9,316,12.062371,2011-08-19,en
14517,6.6,102,7.758188,2005-01-25,en
89708,8.0,167,12.781973,2011-09-16,en
27551,5.1,8,1.631993,1987-03-01,en
64678,6.5,415,12.690224,2011-06-17,en
309503,5.5,58,8.516229,2015-08-28,en
14293,6.5,25,5.90259,2002-06-07,en
15059,5.2,9,2.866934,1999-04-29,en
103328,6.9,228,9.140936,2012-07-02,en
157847,6.5,338,22.987897,2014-04-11,en
25719,7.0,23,1.204941,1997-08-22,en
48309,6.7,27,7.605291,1988-03-04,en
27723,6.0,26,2.855963,2000-08-06,en
20468,5.8,6,0.502396,1999-01-01,en
242575,8.1,18,1.771584,2013-10-18,en
44945,6.6,307,21.230737,2010-09-10,en
29122,6.0,1,0.068246,2000-12-22,en
125123,4.5,2,0.541652,1998-06-24,en
111190,6.1,291,18.790221,2013-04-03,en
133575,4.2,5,0.409089,1999-07-16,en
54580,7.1,36,3.663108,2002-09-27,es
52015,6.2,285,12.496261,2010-09-30,en
34941,6.7,7,0.596889,1997-06-20,en
227975,6.4,31,2.611364,2014-05-01,pt
60422,6.2,37,3.238466,2011-11-18,en
81390,6.2,157,8.30723,2011-04-09,en
10981,5.8,38,3.408955,2003-09-09,en
225235,7.3,23,1.876621,2013-07-26,ru
14902,7.1,20,1.807571,1972-11-09,en
121676,5.2,13,6.783053,2012-09-14,en
22301,6.1,19,8.484123,1930-11-15,en
20065,5.7,9,0.936232,2007-04-30,en
257087,4.5,118,12.822534,2016-04-21,en
46420,6.6,207,4.989985,2009-09-13,en
114635,4.1,8,1.390659,2012-10-27,en
158150,5.2,20,1.923514,2012-07-21,en
251979,4.4,21,4.118612,2014-02-28,en
874,7.5,89,9.541688,1966-12-12,en
10774,7.7,381,17.234745,1976-11-01,en
770,7.7,970,48.98255,1939-12-15,en
266102,6.5,18,1.972668,2014-07-03,en
29715,6.2,38,3.490215,1965-04-07,en
25209,7.3,22,1.726175,1950-05-17,en
37495,7.0,423,20.544999,2010-05-07,en
29262,6.7,9,0.389471,2005-05-13,pt
34769,6.5,195,8.45342,2009-09-12,en
35032,6.6,17,0.90522,1948-06-11,en
5178,6.0,21,2.201678,2009-09-11,en
8618,6.6,66,3.771652,2006-10-02,en
3116,7.4,299,21.119209,1969-05-25,en
9427,6.8,363,17.002623,1997-08-13,en
813,7.1,1074,46.116885,1980-07-02,en
352978,5.3,11,1.398981,2015-08-30,en
10634,7.0,503,25.5748,1995-04-26,en
9516,7.2,173,3.418871,1993-05-26,en
16288,5.9,129,10.729884,1987-05-01,en
23330,6.9,47,2.676535,1970-05-13,en
18900,7.4,82,7.821438,1967-12-14,en
27029,7.4,46,3.281509,1959-06-18,en
26268,6.2,35,2.938973,1966-02-23,en
573,7.1,158,10.219942,1972-05-25,en
310131,6.3,1434,50.319662,2016-02-19,en
40505,5.4,8,0.593068,1998-05-27,en
11363,5.7,70,8.406025,1996-08-26,en
3033,6.8,81,5.588652,1998-01-21,en
25376,7.8,626,25.894065,2009-08-13,es
22007,4.8,36,3.280081,2008-10-16,en
765,7.6,742,35.674774,1987-03-13,en
10615,5.4,43,3.115754,2001-06-29,en
205321,3.8,476,20.466433,2013-07-11,en
89540,5.4,4,0.015597,1999-04-01,es
46146,6.7,583,12.982319,2010-10-29,nb
38007,5.8,9,0.595136,2006-01-01,en
14256,6.7,28,3.643608,2006-02-07,en
540,5.6,90,6.396936,2004-01-21,en
370464,2.9,7,0.909067,2016-01-08,en
20055,5.2,10,1.348114,2008-09-27,en
224569,2.0,1,0.964802,1999-09-16,en
395766,0.0,0,0.042346,2016-04-29,en
39303,4.6,10,1.271621,2009-04-25,en
142061,7.9,419,25.891466,2013-01-18,en
370662,0.0,0,1.618138,2015-09-04,en
252360,3.3,19,4.304341,2013-12-27,en
256740,5.3,37,3.158056,2014-03-04,en
299145,5.0,11,3.230779,2015-06-05,en
241766,3.6,6,1.913302,2014-01-06,en
12535,6.5,84,5.690619,1977-12-25,en
1667,6.9,358,17.537154,2005-01-26,fr
50839,6.7,524,26.259389,2011-09-28,en
86549,6.2,15,1.419431,2011-06-09,en
13973,6.0,127,11.637458,2008-09-26,en
244786,8.3,4254,192.528841,2014-10-10,en
598,8.1,1814,44.356711,2002-02-05,pt
11129,6.8,97,4.859873,1999-06-04,en
75861,6.8,47,6.723057,2015-03-13,en
13551,6.4,66,3.069605,2006-11-07,en
103663,7.9,927,21.826888,2012-08-28,da
850,7.4,344,15.128316,1983-11-18,en
12586,6.7,37,1.814802,2006-09-09,en
11564,6.2,66,5.643023,1982-08-20,en
301748,4.1,9,2.964785,2014-11-08,en
108346,8.0,1,0.11615,1999-10-29,en
8841,6.8,174,13.437038,2008-09-24,fr
805,7.5,863,26.180367,1968-06-12,en
11697,7.4,265,11.735287,1962-04-22,en
22051,6.9,150,8.308442,2009-07-29,en
436,6.9,101,3.027892,2004-01-18,es
55347,6.8,347,11.933449,2010-09-11,en
10070,6.1,160,8.825113,2005-10-14,en
8469,7.0,418,17.332585,1978-07-27,en
658,7.2,987,47.812466,1964-09-17,en
125490,5.7,112,11.753553,2012-09-19,en
1585,8.0,1076,42.868495,1946-12-20,en
627,7.8,2655,63.513324,1996-02-23,en
23618,6.3,15,1.918959,2000-08-18,en
41436,5.7,722,22.789649,2010-10-20,en
10162,7.4,54,5.735912,1998-09-15,en
1430,7.3,453,11.414843,2002-10-09,en
259943,6.9,49,6.017273,2014-05-16,zh
10014,5.7,361,21.607228,1985-10-31,en
11257,6.9,156,7.961559,1985-12-13,en
158015,6.0,2428,54.403033,2013-05-31,en
82507,6.7,1573,41.045084,2012-03-29,en
20337,5.0,1,0.295226,2002-08-01,en
261,7.6,165,16.553594,1958-02-17,en
1685,6.2,361,24.393296,1970-05-01,en
20737,5.3,106,11.241802,1997-08-01,en
10991,5.9,137,9.18885,2000-07-08,ja
10225,5.7,216,11.158167,1986-08-01,en
826,7.7,542,23.109959,1957-10-02,en
34086,4.7,25,1.586598,1990-04-27,en
5854,6.7,86,3.832858,1976-04-09,en
284,8.1,483,22.889294,1960-06-15,en
10285,4.2,193,10.341982,1993-08-13,en
5780,6.4,120,7.924982,1966-07-13,en
292,6.4,28,1.697846,2005-09-12,en
223485,6.6,367,14.936661,2015-04-16,en
29463,7.0,11,0.720091,1985-10-25,en
18065,5.3,36,2.747402,2009-02-06,en
22013,7.3,41,6.734965,1960-06-19,en
821,7.6,155,13.338539,1961-12-01,en
53862,4.5,4,0.185373,1999-05-12,en
3089,7.3,82,5.344815,1948-08-26,en
30139,3.7,10,0.982624,2006-01-01,en
132344,7.4,568,23.299907,2013-04-05,en
15582,3.8,46,4.103764,1987-11-20,en
15158,6.3,94,5.003615,1988-07-08,en
44634,5.0,3,0.019984,2004-09-30,en
30309,5.8,19,1.026243,2002-01-01,en
7509,6.8,34,2.787375,2005-09-08,en
10557,6.5,59,3.667372,1999-05-14,en
23531,3.1,11,2.144354,2000-09-01,en
28005,5.7,35,3.937939,1996-09-11,en
40247,6.0,57,5.325156,2010-01-22,en
252,7.4,798,23.981601,1971-06-29,en
24126,5.2,38,3.107149,1993-05-01,en
13982,5.4,39,5.016607,1997-04-18,en
16642,7.6,234,13.857194,1978-09-13,en
17734,6.4,25,6.997495,2001-09-02,en
18892,5.9,90,4.337685,1999-01-30,en
549,6.6,94,3.636634,1996-08-09,en
121986,7.2,345,15.492257,2013-05-17,en
868,6.9,94,2.504169,2005-08-18,af
10683,7.4,194,10.757539,1998-10-16,en
17995,6.1,4,1.580027,2003-04-04,en
246403,5.1,366,15.754614,2014-09-19,en
670,8.0,1945,56.76349,2003-01-01,ko
35691,6.5,37,3.644872,2010-04-09,en
49010,5.7,211,16.900433,2011-05-06,en
317930,5.2,17,1.569246,2016-03-31,es
11229,6.5,95,4.682881,1996-08-23,en
22488,5.8,12,1.128559,2006-10-06,en
24469,6.9,250,12.68672,2009-05-14,en
82533,5.6,67,3.750338,2012-04-06,en
50942,4.0,21,2.857848,1998-05-17,en
84174,5.3,444,20.95282,2012-08-06,en
34099,3.7,3,0.18094,2004-04-25,en
79940,5.2,34,1.75311,2012-03-02,en
342,6.7,59,3.120747,2004-09-02,de
281230,6.3,2,0.384496,2014-01-01,en
38033,3.9,37,2.504156,2010-10-01,en
100975,5.8,5,0.431332,1999-10-21,en
38541,5.7,197,11.882563,2011-03-13,en
39563,6.1,15,9.342465,2009-04-24,en
234212,4.9,148,12.564554,2015-02-12,en
27404,3.0,5,0.68822,2005-03-04,en
170480,0.0,0,0.194848,2010-06-15,en
71866,5.4,32,2.015525,2009-09-14,en
192210,5.2,18,2.680629,2013-04-12,en
180296,5.3,171,12.036888,2014-06-27,en
157058,2.9,28,1.737032,2013-01-14,en
70006,5.8,136,9.249229,2011-09-13,en
26039,7.1,95,5.164423,1967-08-30,en
79587,0.0,0,0.008263,2009-01-15,en
176077,4.8,14,1.998826,2013-03-11,en
260947,4.6,16,1.968679,2014-04-04,en
342502,2.8,10,1.141463,2015-08-07,en
191229,6.0,1,0.214704,1988-04-01,en
43213,6.1,5,1.034844,2009-10-10,en
44594,6.3,22,1.975941,2010-03-13,en
666,7.6,126,5.928937,1998-01-16,pt
248,7.3,25,3.370225,1961-12-18,en
325173,4.9,54,5.485217,2015-12-11,en
55831,6.8,3,0.18887,2005-08-05,en
351043,4.1,52,3.077885,2015-08-14,en
43942,6.6,36,1.781462,2010-10-01,en
10226,6.6,271,4.952983,2003-06-18,fr
66942,6.1,34,1.35088,2011-08-19,en
